loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/initial_learning_rate,config/decay_patience,config/decay_rate,config/num_layers,config/units_per_layer,config/activation,config/batch_size,config/epochs,config/h,config/patience,logdir
219861.148125,1732829407,,False,1,873d98a5,2024-11-28_22-30-07,1318.1938621997833,1318.1938621997833,41888,MW-PRD-197955,127.0.0.1,1318.1938621997833,1,0.0001,100,0.7199242408523232,3,128,ReLU,8,2000,24,200,873d98a5
237651.085859375,1732828672,,False,1,260b25f9,2024-11-28_22-17-52,542.179722070694,542.179722070694,22084,MW-PRD-197955,127.0.0.1,542.179722070694,1,0.0001,25,0.6116072754690088,3,128,ReLU,8,2000,24,200,260b25f9
231462.67875,1732828841,,False,1,a49adcca,2024-11-28_22-20-41,669.3572447299957,669.3572447299957,30160,MW-PRD-197955,127.0.0.1,669.3572447299957,1,0.0001,25,0.8475970261235738,3,128,ReLU,8,2000,24,200,a49adcca
231792.455234375,1732829196,,False,1,60dda762,2024-11-28_22-26-36,979.7366452217102,979.7366452217102,9240,MW-PRD-197955,127.0.0.1,979.7366452217102,1,0.0001,25,0.8494530006521795,3,128,ReLU,8,2000,24,200,60dda762
236438.919765625,1732829001,,False,1,5c0ff3c1,2024-11-28_22-23-21,641.3307468891144,641.3307468891144,41920,MW-PRD-197955,127.0.0.1,641.3307468891144,1,0.0001,25,0.6179284504360429,3,128,ReLU,8,2000,24,200,5c0ff3c1
225934.810859375,1732829219,,False,1,1cffd49f,2024-11-28_22-26-59,782.0938093662262,782.0938093662262,24288,MW-PRD-197955,127.0.0.1,782.0938093662262,1,0.0001,100,0.6281873115462762,3,256,ReLU,8,2000,24,200,1cffd49f
223673.189296875,1732829369,,False,1,adff91e9,2024-11-28_22-29-29,891.0873773097992,891.0873773097992,33468,MW-PRD-197955,127.0.0.1,891.0873773097992,1,0.0001,100,0.6153193764952147,3,256,ReLU,8,2000,24,200,adff91e9
238155.911328125,1732829111,,False,1,63d6c13d,2024-11-28_22-25-11,588.890958070755,588.890958070755,5212,MW-PRD-197955,127.0.0.1,588.890958070755,1,0.0001,25,0.6254116877214679,3,128,ReLU,8,2000,24,200,63d6c13d
243676.47140625,1732829168,,False,1,d949b872,2024-11-28_22-26-08,598.0961377620697,598.0961377620697,19136,MW-PRD-197955,127.0.0.1,598.0961377620697,1,0.0001,25,0.6113647288311521,3,128,ReLU,8,2000,24,200,d949b872
234187.137265625,1732829645,,False,1,6082207a,2024-11-28_22-34-05,942.8077709674835,942.8077709674835,40392,MW-PRD-197955,127.0.0.1,942.8077709674835,1,0.0001,100,0.6661773480877681,3,128,ReLU,8,2000,24,200,6082207a
222987.549921875,1732829853,,False,1,4bedb47a,2024-11-28_22-37-33,1107.9784653186798,1107.9784653186798,40576,MW-PRD-197955,127.0.0.1,1107.9784653186798,1,0.0001,100,0.5934578724341237,3,128,ReLU,8,2000,24,200,4bedb47a
229712.78796875,1732829678,,False,1,d6e1d9b9,2024-11-28_22-34-38,791.9857039451599,791.9857039451599,37564,MW-PRD-197955,127.0.0.1,791.9857039451599,1,0.0001,100,0.5987361636230177,3,128,ReLU,8,2000,24,200,d6e1d9b9
232434.690703125,1732829894,,False,1,86d4f5cd,2024-11-28_22-38-14,848.7091319561005,848.7091319561005,19988,MW-PRD-197955,127.0.0.1,848.7091319561005,1,0.0001,100,0.5949998617253892,3,128,ReLU,8,2000,24,200,86d4f5cd
226277.404296875,1732830226,,False,1,cd83b71e,2024-11-28_22-43-46,1124.8350291252136,1124.8350291252136,7216,MW-PRD-197955,127.0.0.1,1124.8350291252136,1,0.0001,100,0.5990371637661193,3,128,ReLU,8,2000,24,200,cd83b71e
229398.424921875,1732830107,,False,1,f15676ae,2024-11-28_22-41-47,950.3114326000214,950.3114326000214,24572,MW-PRD-197955,127.0.0.1,950.3114326000214,1,0.0001,100,0.5979238666055242,3,128,ReLU,8,2000,24,200,f15676ae
225912.93046875,1732830202,,False,1,b9785fab,2024-11-28_22-43-22,989.9112296104431,989.9112296104431,27628,MW-PRD-197955,127.0.0.1,989.9112296104431,1,0.0001,100,0.6671008065256868,3,128,ReLU,8,2000,24,200,b9785fab
229005.75171875,1732830094,,False,1,521e3034,2024-11-28_22-41-34,845.2942593097687,845.2942593097687,44392,MW-PRD-197955,127.0.0.1,845.2942593097687,1,0.0001,100,0.5998264804716753,3,128,ReLU,8,2000,24,200,521e3034
231120.44109375,1732830147,,False,1,a0b33be5,2024-11-28_22-42-27,858.2905194759369,858.2905194759369,44668,MW-PRD-197955,127.0.0.1,858.2905194759369,1,0.0001,100,0.5996831264350186,3,128,ReLU,8,2000,24,200,a0b33be5
234120.618125,1732830105,,False,1,2968e2d1,2024-11-28_22-41-45,773.31764960289,773.31764960289,25624,MW-PRD-197955,127.0.0.1,773.31764960289,1,0.0001,100,0.6643526860535731,3,128,ReLU,8,2000,24,200,2968e2d1
227322.500625,1732830502,,False,1,21535001,2024-11-28_22-48-22,1091.982083082199,1091.982083082199,20752,MW-PRD-197955,127.0.0.1,1091.982083082199,1,0.0001,100,0.5875431687573048,3,128,ReLU,8,2000,24,200,21535001
223234.73375,1732830484,,False,1,33e55da7,2024-11-28_22-48-04,1032.8594570159912,1032.8594570159912,44184,MW-PRD-197955,127.0.0.1,1032.8594570159912,1,0.0001,100,0.6002111342755224,3,128,ReLU,8,2000,24,200,33e55da7
221706.98453125,1732830757,,False,1,f68e3a9e,2024-11-28_22-52-37,1070.930187702179,1070.930187702179,40128,MW-PRD-197955,127.0.0.1,1070.930187702179,1,0.0001,100,0.5951187813923869,3,128,ReLU,8,2000,24,200,f68e3a9e
227738.611796875,1732830597,,False,1,d98bbb93,2024-11-28_22-49-57,869.3425984382629,869.3425984382629,34348,MW-PRD-197955,127.0.0.1,869.3425984382629,1,0.0001,100,0.6389953915763863,3,128,ReLU,8,2000,24,200,d98bbb93
232975.276484375,1732830876,,False,1,bf2fe52d,2024-11-28_22-54-36,981.2793266773224,981.2793266773224,17756,MW-PRD-197955,127.0.0.1,981.2793266773224,1,0.0001,100,0.5931023902697827,2,128,ReLU,8,2000,24,200,bf2fe52d
230725.783125,1732830782,,False,1,ca74155b,2024-11-28_22-53-02,846.1747407913208,846.1747407913208,29272,MW-PRD-197955,127.0.0.1,846.1747407913208,1,0.0001,100,0.5374190895775723,2,128,ReLU,8,2000,24,200,ca74155b
233857.30734375,1732830863,,False,1,7aed4cb8,2024-11-28_22-54-23,731.4520366191864,731.4520366191864,8728,MW-PRD-197955,127.0.0.1,731.4520366191864,1,0.0001,100,0.6343152855436648,3,128,ReLU,8,2000,24,200,7aed4cb8
223981.901796875,1732831351,,False,1,bdbd4dd0,2024-11-28_23-02-31,1184.3503777980804,1184.3503777980804,18180,MW-PRD-197955,127.0.0.1,1184.3503777980804,1,0.0001,100,0.6347167968403633,2,128,ReLU,8,2000,24,200,bdbd4dd0
223173.78453125,1732831448,,False,1,b68720ec,2024-11-28_23-04-08,1243.9410791397095,1243.9410791397095,18052,MW-PRD-197955,127.0.0.1,1243.9410791397095,1,0.0001,100,0.6356839680872167,2,128,ReLU,8,2000,24,200,b68720ec
231163.1434375,1732831249,,False,1,741e9b73,2024-11-28_23-00-49,1008.7301216125488,1008.7301216125488,44748,MW-PRD-197955,127.0.0.1,1008.7301216125488,1,0.0001,100,0.6380576924250247,2,128,ReLU,8,2000,24,200,741e9b73
230511.72125,1732831378,,False,1,42522725,2024-11-28_23-02-58,1100.6799664497375,1100.6799664497375,16352,MW-PRD-197955,127.0.0.1,1100.6799664497375,1,0.0001,100,0.6326165704529291,2,128,ReLU,8,2000,24,200,42522725
233358.931328125,1732831302,,False,1,c4ee5494,2024-11-28_23-01-42,983.604966878891,983.604966878891,38296,MW-PRD-197955,127.0.0.1,983.604966878891,1,0.0001,100,0.6323495142105378,2,128,ReLU,8,2000,24,200,c4ee5494
229144.80703125,1732831499,,False,1,e5be27c6,2024-11-28_23-04-59,974.8568317890167,974.8568317890167,32924,MW-PRD-197955,127.0.0.1,974.8568317890167,1,0.0001,100,0.5689331760150464,2,128,ReLU,8,2000,24,200,e5be27c6
221985.381015625,1732831798,,False,1,470b139c,2024-11-28_23-09-58,1233.4187655448914,1233.4187655448914,44516,MW-PRD-197955,127.0.0.1,1233.4187655448914,1,0.0001,100,0.5687815780431946,2,128,ReLU,8,2000,24,200,470b139c
226511.121015625,1732831887,,False,1,c23a3f83,2024-11-28_23-11-27,1248.5921745300293,1248.5921745300293,24092,MW-PRD-197955,127.0.0.1,1248.5921745300293,1,0.0001,100,0.5711199101250928,2,128,ReLU,8,2000,24,200,c23a3f83
231571.22359375,1732831811,,False,1,cbc962ff,2024-11-28_23-10-11,1013.8191215991974,1013.8191215991974,23948,MW-PRD-197955,127.0.0.1,1013.8191215991974,1,0.0001,100,0.5479176432229044,2,128,ReLU,8,2000,24,200,cbc962ff
225367.799453125,1732831967,,False,1,45587006,2024-11-28_23-12-47,1128.0971202850342,1128.0971202850342,44772,MW-PRD-197955,127.0.0.1,1128.0971202850342,1,0.0001,100,0.5671616251187881,3,128,ReLU,8,2000,24,200,45587006
233150.2634375,1732831803,,False,1,3253ded1,2024-11-28_23-10-03,901.6781342029572,901.6781342029572,42700,MW-PRD-197955,127.0.0.1,901.6781342029572,1,0.0001,100,0.9470772898074983,3,128,ReLU,8,2000,24,200,3253ded1
230466.833125,1732831870,,False,1,ccdcf2f5,2024-11-28_23-11-10,927.7535502910614,927.7535502910614,38844,MW-PRD-197955,127.0.0.1,927.7535502910614,1,0.0001,100,0.5775083748941201,3,128,ReLU,8,2000,24,200,ccdcf2f5
239256.271015625,1732832156,,False,1,1aa93809,2024-11-28_23-15-56,865.98206615448,865.98206615448,16904,MW-PRD-197955,127.0.0.1,865.98206615448,1,0.0001,100,0.9581542486052399,3,128,ReLU,8,2000,24,200,1aa93809
227516.528359375,1732832338,,False,1,45db3f48,2024-11-28_23-18-58,993.6782877445221,993.6782877445221,33560,MW-PRD-197955,127.0.0.1,993.6782877445221,1,0.0001,100,0.5721172998625261,3,128,ReLU,8,2000,24,200,45db3f48
224948.11625,1732832269,,False,1,78f88b7a,2024-11-28_23-17-49,877.2668192386627,877.2668192386627,22320,MW-PRD-197955,127.0.0.1,877.2668192386627,1,0.0001,100,0.5710714199712008,3,128,ReLU,8,2000,24,200,78f88b7a
246377.0140625,1732832002,,False,1,29af4d86,2024-11-28_23-13-22,569.0965728759766,569.0965728759766,15772,MW-PRD-197955,127.0.0.1,569.0965728759766,1,0.001,100,0.6889395985234661,3,128,ReLU,8,2000,24,200,29af4d86
259707.012109375,1732832237,,False,1,41c00936,2024-11-28_23-17-17,747.9506375789642,747.9506375789642,25912,MW-PRD-197955,127.0.0.1,747.9506375789642,1,0.001,100,0.6152673092213142,1,128,ReLU,8,2000,24,200,41c00936
249873.783359375,1732832584,,False,1,8b24f2a9,2024-11-28_23-23-04,1043.3558115959167,1043.3558115959167,42080,MW-PRD-197955,127.0.0.1,1043.3558115959167,1,0.0001,100,0.6166188087207857,1,128,ReLU,8,2000,24,200,8b24f2a9
237482.4153125,1732832367,,False,1,7bbe3e14,2024-11-28_23-19-27,533.0647923946381,533.0647923946381,28568,MW-PRD-197955,127.0.0.1,533.0647923946381,1,0.001,100,0.5791433526057622,2,128,ReLU,8,2000,24,200,7bbe3e14
230136.003359375,1732832790,,False,1,0b7e55bc,2024-11-28_23-26-30,918.3334555625916,918.3334555625916,24900,MW-PRD-197955,127.0.0.1,918.3334555625916,1,0.001,100,0.5784249123281117,1,128,ReLU,8,2000,24,200,0b7e55bc
238793.718828125,1732832522,,False,1,91f3b3da,2024-11-28_23-22-02,614.9282958507538,614.9282958507538,17260,MW-PRD-197955,127.0.0.1,614.9282958507538,1,0.001,100,0.6157991882727644,2,128,ReLU,8,2000,24,200,91f3b3da
259946.608828125,1732832628,,False,1,430b5d28,2024-11-28_23-23-48,683.0206606388092,683.0206606388092,17528,MW-PRD-197955,127.0.0.1,683.0206606388092,1,0.001,100,0.6139122203264734,1,64,ReLU,8,2000,24,200,430b5d28
241312.02046875,1732832445,,False,1,638499bc,2024-11-28_23-20-45,460.46104192733765,460.46104192733765,34900,MW-PRD-197955,127.0.0.1,460.46104192733765,1,0.001,100,0.6158030632103975,2,64,ReLU,8,2000,24,200,638499bc
240561.070625,1732833146,,False,1,bf862c63,2024-11-28_23-32-26,1124.7163367271423,1124.7163367271423,32560,MW-PRD-197955,127.0.0.1,1124.7163367271423,1,0.001,100,0.5603131398720601,1,128,ReLU,8,2000,24,200,bf862c63
225179.344765625,1732833193,,False,1,e47ac202,2024-11-28_23-33-13,1132.7971744537354,1132.7971744537354,30468,MW-PRD-197955,127.0.0.1,1132.7971744537354,1,0.0001,100,0.5595138964966897,2,128,ReLU,8,2000,24,200,e47ac202
231748.78453125,1732833282,,False,1,67c66268,2024-11-28_23-34-42,1086.7367587089539,1086.7367587089539,27764,MW-PRD-197955,127.0.0.1,1086.7367587089539,1,0.0001,100,0.5602343499585223,2,64,ReLU,8,2000,24,200,67c66268
236661.658359375,1732833359,,False,1,a2bc8ba8,2024-11-28_23-35-59,1083.4888834953308,1083.4888834953308,19128,MW-PRD-197955,127.0.0.1,1083.4888834953308,1,0.0001,100,0.5816961784221031,2,64,ReLU,8,2000,24,200,a2bc8ba8
236588.001796875,1732833398,,False,1,a3fe547a,2024-11-28_23-36-38,1085.394330739975,1085.394330739975,43812,MW-PRD-197955,127.0.0.1,1085.394330739975,1,0.0001,100,0.5567800367322185,2,64,ReLU,8,2000,24,200,a3fe547a
233671.52890625,1732833460,,False,1,51102bc8,2024-11-28_23-37-40,1086.9871380329132,1086.9871380329132,43204,MW-PRD-197955,127.0.0.1,1086.9871380329132,1,0.0001,100,0.5541048887303132,2,64,ReLU,8,2000,24,200,51102bc8
253607.29234375,1732833471,,False,1,a6a7650f,2024-11-28_23-37-51,1063.5050117969513,1063.5050117969513,37332,MW-PRD-197955,127.0.0.1,1063.5050117969513,1,0.0001,100,0.551227556932818,1,64,ReLU,8,2000,24,200,a6a7650f
231774.289921875,1732833622,,False,1,5d10f5fa,2024-11-28_23-40-22,1142.8898882865906,1142.8898882865906,42824,MW-PRD-197955,127.0.0.1,1142.8898882865906,1,0.0001,100,0.5147217162750486,3,128,ReLU,8,2000,24,200,5d10f5fa
240760.087578125,1732833700,,False,1,c6668b1a,2024-11-28_23-41-40,1142.159086227417,1142.159086227417,26680,MW-PRD-197955,127.0.0.1,1142.159086227417,1,0.0001,100,0.563116581698649,1,128,ReLU,8,2000,24,200,c6668b1a
220835.356328125,1732833657,,False,1,f733117c,2024-11-28_23-40-57,1038.132248878479,1038.132248878479,9376,MW-PRD-197955,127.0.0.1,1038.132248878479,1,0.0001,100,0.6551139125639083,3,128,ReLU,8,2000,24,200,f733117c
237134.479140625,1732833412,,False,1,e5a7c29c,2024-11-28_23-36-52,747.231071472168,747.231071472168,17768,MW-PRD-197955,127.0.0.1,747.231071472168,1,0.0001,100,0.5242959100203546,3,128,ReLU,8,2000,24,200,e5a7c29c
229529.39953125,1732833624,,False,1,80d52b0c,2024-11-28_23-40-24,796.6520223617554,796.6520223617554,17388,MW-PRD-197955,127.0.0.1,796.6520223617554,1,0.0001,100,0.5610915453771578,3,128,ReLU,8,2000,24,200,80d52b0c
228227.959375,1732833982,,False,1,aba01e93,2024-11-28_23-46-22,800.0433988571167,800.0433988571167,33116,MW-PRD-197955,127.0.0.1,800.0433988571167,1,0.0001,100,0.5369486832073445,3,128,ReLU,8,2000,24,200,aba01e93
232102.503046875,1732834001,,False,1,1d3403ed,2024-11-28_23-46-41,771.5376977920532,771.5376977920532,34660,MW-PRD-197955,127.0.0.1,771.5376977920532,1,0.0001,100,0.5539943323293994,2,128,ReLU,8,2000,24,200,1d3403ed
225707.677421875,1732834314,,False,1,1691ca17,2024-11-28_23-51-54,993.3107173442841,993.3107173442841,28368,MW-PRD-197955,127.0.0.1,993.3107173442841,1,0.0001,100,0.5343331406679,2,128,ReLU,8,2000,24,200,1691ca17
264942.3140625,1732833768,,False,1,16217f28,2024-11-28_23-42-48,369.99012088775635,369.99012088775635,36164,MW-PRD-197955,127.0.0.1,369.99012088775635,1,0.0001,10,0.5012537860979777,2,128,ReLU,8,2000,24,200,16217f28
229368.44421875,1732834278,,False,1,2d49973a,2024-11-28_23-51-18,842.822117805481,842.822117805481,26088,MW-PRD-197955,127.0.0.1,842.822117805481,1,0.0001,100,0.534605207137832,3,128,ReLU,8,2000,24,200,2d49973a
232502.113125,1732834607,,False,1,9821a107,2024-11-28_23-56-47,1132.8643925189972,1132.8643925189972,44468,MW-PRD-197955,127.0.0.1,1132.8643925189972,1,0.0001,100,0.6534796553417035,3,128,ReLU,8,2000,24,200,9821a107
284791.13328125,1732833893,,False,1,4f529afc,2024-11-28_23-44-53,380.59421968460083,380.59421968460083,21236,MW-PRD-197955,127.0.0.1,380.59421968460083,1,0.0001,10,0.5396939695836998,3,128,ReLU,8,2000,24,200,4f529afc
290390.22859375,1732833901,,False,1,00bb1f8a,2024-11-28_23-45-01,348.40903091430664,348.40903091430664,32248,MW-PRD-197955,127.0.0.1,348.40903091430664,1,0.0001,10,0.5375563500807764,3,128,ReLU,8,2000,24,200,00bb1f8a
230764.47453125,1732834453,,False,1,cd6c08f9,2024-11-28_23-54-13,792.8407683372498,792.8407683372498,24076,MW-PRD-197955,127.0.0.1,792.8407683372498,1,0.0001,100,0.5881525876905556,3,128,ReLU,8,2000,24,200,cd6c08f9
261073.174609375,1732834119,,False,1,e4dda038,2024-11-28_23-48-39,421.2712724208832,421.2712724208832,3936,MW-PRD-197955,127.0.0.1,421.2712724208832,1,0.0001,10,0.6536249314441361,3,128,ReLU,8,2000,24,200,e4dda038
267904.23546875,1732834085,,False,1,32542613,2024-11-28_23-48-05,348.62192010879517,348.62192010879517,18164,MW-PRD-197955,127.0.0.1,348.62192010879517,1,0.0001,10,0.542880845689751,3,128,ReLU,8,2000,24,200,32542613
266576.01890625,1732834163,,False,1,7f05ac0b,2024-11-28_23-49-23,385.5658338069916,385.5658338069916,15932,MW-PRD-197955,127.0.0.1,385.5658338069916,1,0.0001,10,0.6570642514406513,3,128,ReLU,8,2000,24,200,7f05ac0b
239282.796484375,1732834803,,False,1,045f4348,2024-11-29_00-00-03,983.4755430221558,983.4755430221558,41868,MW-PRD-197955,127.0.0.1,983.4755430221558,1,0.0001,100,0.5394506228541638,3,32,ReLU,8,2000,24,200,045f4348
284398.0190625,1732834557,,False,1,c50c5f26,2024-11-28_23-55-57,625.8119964599609,625.8119964599609,24380,MW-PRD-197955,127.0.0.1,625.8119964599609,1,0.0001,100,0.6582311115832865,3,32,ReLU,32,2000,24,200,c50c5f26
259304.95203125,1732834942,,False,1,167d0f6c,2024-11-29_00-02-22,971.8867537975311,971.8867537975311,22088,MW-PRD-197955,127.0.0.1,971.8867537975311,1,0.0001,100,0.6506377644890909,3,32,ReLU,8,2000,24,200,167d0f6c
218449.4584375,1732835122,,False,1,09381c8a,2024-11-29_00-05-22,1104.50208735466,1104.50208735466,15960,MW-PRD-197955,127.0.0.1,1104.50208735466,1,0.0001,100,0.6590138483404728,3,128,ReLU,8,2000,24,200,09381c8a
296194.31328125,1732834663,,False,1,c11ada21,2024-11-28_23-57-43,608.6107153892517,608.6107153892517,31492,MW-PRD-197955,127.0.0.1,608.6107153892517,1,0.0001,100,0.655082644437785,3,32,ReLU,32,2000,24,200,c11ada21
243430.231015625,1732835087,,False,1,8dbefa2c,2024-11-29_00-04-47,967.0355215072632,967.0355215072632,30432,MW-PRD-197955,127.0.0.1,967.0355215072632,1,0.0001,100,0.6061052703552418,3,32,ReLU,8,2000,24,200,8dbefa2c
284909.36515625,1732834754,,False,1,c44bc09a,2024-11-28_23-59-14,599.8876700401306,599.8876700401306,36412,MW-PRD-197955,127.0.0.1,599.8876700401306,1,0.0001,100,0.6066554519620475,3,32,ReLU,32,2000,24,200,c44bc09a
248099.401328125,1732835167,,False,1,0f2960cb,2024-11-29_00-06-07,971.6228611469269,971.6228611469269,38116,MW-PRD-197955,127.0.0.1,971.6228611469269,1,0.0001,100,0.6077147774945227,3,32,ReLU,8,2000,24,200,0f2960cb
228193.98703125,1732835095,,False,1,30e5ba5f,2024-11-29_00-04-55,786.7547836303711,786.7547836303711,10196,MW-PRD-197955,127.0.0.1,786.7547836303711,1,0.0001,100,0.6073859465623954,3,128,ReLU,8,2000,24,200,30e5ba5f
283326.353125,1732834959,,False,1,bd8565ef,2024-11-29_00-02-39,613.6772971153259,613.6772971153259,15344,MW-PRD-197955,127.0.0.1,613.6772971153259,1,0.0001,100,0.58798103678075,3,32,ReLU,32,2000,24,200,bd8565ef
281062.17921875,1732835119,,False,1,c7ea1c87,2024-11-29_00-05-19,637.2954351902008,637.2954351902008,19956,MW-PRD-197955,127.0.0.1,637.2954351902008,1,0.0001,100,0.6058728359570382,3,32,ReLU,32,2000,24,200,c7ea1c87
231127.916796875,1732835283,,False,1,8ee204c2,2024-11-29_00-08-03,697.8805513381958,697.8805513381958,33176,MW-PRD-197955,127.0.0.1,697.8805513381958,1,0.0001,100,0.6058870737634092,3,128,ReLU,8,2000,24,200,8ee204c2
235500.807734375,1732835497,,False,1,517b5b3a,2024-11-29_00-11-37,861.3985097408295,861.3985097408295,13820,MW-PRD-197955,127.0.0.1,861.3985097408295,1,0.0001,100,0.6048019666128233,2,128,ReLU,8,2000,24,200,517b5b3a
235425.863984375,1732835359,,False,1,4f0ac447,2024-11-29_00-09-19,664.9315576553345,664.9315576553345,19736,MW-PRD-197955,127.0.0.1,664.9315576553345,1,0.0001,100,0.6062311475399809,2,128,ReLU,8,2000,24,200,4f0ac447
234469.73921875,1732835545,,False,1,18a3f271,2024-11-29_00-12-25,758.5754220485687,758.5754220485687,28284,MW-PRD-197955,127.0.0.1,758.5754220485687,1,0.0001,100,0.5883691215886176,2,128,ReLU,8,2000,24,200,18a3f271
225027.329453125,1732835784,,False,1,dafb3c42,2024-11-29_00-16-24,946.696282863617,946.696282863617,28952,MW-PRD-197955,127.0.0.1,946.696282863617,1,0.0001,100,0.5259489635964273,2,128,ReLU,8,2000,24,200,dafb3c42
232435.264296875,1732836054,,False,1,734fb910,2024-11-29_00-20-54,1077.1839714050293,1077.1839714050293,33536,MW-PRD-197955,127.0.0.1,1077.1839714050293,1,0.0001,100,0.6038674779142,2,128,ReLU,8,2000,24,200,734fb910
244406.650390625,1732835703,,False,1,a2361b01,2024-11-29_00-15-03,689.2081227302551,689.2081227302551,39568,MW-PRD-197955,127.0.0.1,689.2081227302551,1,0.0001,100,0.6019587190059573,2,128,ReLU,8,2000,24,200,a2361b01
225819.116171875,1732836370,,False,1,2ea08678,2024-11-29_00-26-10,1246.5373635292053,1246.5373635292053,8232,MW-PRD-197955,127.0.0.1,1246.5373635292053,1,0.0001,100,0.6229328638111139,2,128,ReLU,8,2000,24,200,2ea08678
226868.476875,1732836150,,False,1,15378a87,2024-11-29_00-22-30,992.9658210277557,992.9658210277557,37484,MW-PRD-197955,127.0.0.1,992.9658210277557,1,0.0001,100,0.6260388280933963,3,128,ReLU,8,2000,24,200,15378a87
221669.00578125,1732836314,,False,1,d660b656,2024-11-29_00-25-14,1121.74143075943,1121.74143075943,43684,MW-PRD-197955,127.0.0.1,1121.74143075943,1,0.0001,100,0.6217009857530938,3,128,ReLU,8,2000,24,200,d660b656
231796.440234375,1732836209,,False,1,1d84193e,2024-11-29_00-23-29,978.573929309845,978.573929309845,17688,MW-PRD-197955,127.0.0.1,978.573929309845,1,0.0001,100,0.6271668051582264,2,128,ReLU,8,2000,24,200,1d84193e
228867.386015625,1732836300,,False,1,5a6e5d1c,2024-11-29_00-25-00,1027.0299894809723,1027.0299894809723,22420,MW-PRD-197955,127.0.0.1,1027.0299894809723,1,0.0001,100,0.6277196003489303,2,128,ReLU,8,2000,24,200,5a6e5d1c
226717.957734375,1732836559,,False,1,8a9045ff,2024-11-29_00-29-19,1233.5708785057068,1233.5708785057068,2156,MW-PRD-197955,127.0.0.1,1233.5708785057068,1,0.0001,100,0.6267313940195728,2,128,ReLU,8,2000,24,200,8a9045ff
231919.85140625,1732836499,,False,1,018d17de,2024-11-29_00-28-19,1097.5526463985443,1097.5526463985443,18628,MW-PRD-197955,127.0.0.1,1097.5526463985443,1,0.0001,100,0.6263636075311219,2,128,ReLU,8,2000,24,200,018d17de
225591.318046875,1732836673,,False,1,6a045057,2024-11-29_00-31-13,1132.6975636482239,1132.6975636482239,9940,MW-PRD-197955,127.0.0.1,1132.6975636482239,1,0.0001,100,0.6246838547220392,2,128,ReLU,8,2000,24,200,6a045057
227241.652578125,1732836506,,False,1,430cbd8a,2024-11-29_00-28-26,918.9469771385193,918.9469771385193,43156,MW-PRD-197955,127.0.0.1,918.9469771385193,1,0.0001,100,0.629699461909172,2,128,ReLU,8,2000,24,200,430cbd8a
255184.161171875,1732836454,,False,1,c14a5966,2024-11-29_00-27-34,707.8148205280304,707.8148205280304,23240,MW-PRD-197955,127.0.0.1,707.8148205280304,1,0.0001,100,0.6234047424070998,3,128,ReLU,64,2000,24,200,c14a5966
225069.2428125,1732836642,,False,1,815023ae,2024-11-29_00-30-42,815.7082817554474,815.7082817554474,15344,MW-PRD-197955,127.0.0.1,815.7082817554474,1,0.0001,100,0.6255073420994066,3,128,ReLU,8,2000,24,200,815023ae
395437.29765625,1732836333,,False,1,a36412dd,2024-11-29_00-25-33,238.03634405136108,238.03634405136108,33336,MW-PRD-197955,127.0.0.1,238.03634405136108,1,0.01,100,0.6311575652698536,3,128,ReLU,8,2000,24,200,a36412dd
229205.864921875,1732837040,,False,1,ca4fa1d8,2024-11-29_00-37-20,849.7064137458801,849.7064137458801,4532,MW-PRD-197955,127.0.0.1,849.7064137458801,1,0.0001,100,0.630416474383709,3,128,ReLU,8,2000,24,200,ca4fa1d8
267446.212578125,1732836668,,False,1,ed4c1f58,2024-11-29_00-31-08,416.88917875289917,416.88917875289917,33100,MW-PRD-197955,127.0.0.1,416.88917875289917,1,0.01,100,0.6389686248713645,3,128,ReLU,64,2000,24,200,ed4c1f58
232982.8346875,1732837237,,False,1,6f180515,2024-11-29_00-40-37,900.3310775756836,900.3310775756836,44464,MW-PRD-197955,127.0.0.1,900.3310775756836,1,0.0001,100,0.6383067329404564,2,128,ReLU,8,2000,24,200,6f180515
256102.376484375,1732837038,,False,1,7dbc309f,2024-11-29_00-37-18,666.0397400856018,666.0397400856018,25424,MW-PRD-197955,127.0.0.1,666.0397400856018,1,0.0001,100,0.6402602648656718,3,128,ReLU,64,2000,24,200,7dbc309f
258948.485703125,1732837071,,False,1,d0fd9d9a,2024-11-29_00-37-51,665.3619508743286,665.3619508743286,8664,MW-PRD-197955,127.0.0.1,665.3619508743286,1,0.0001,100,0.6384284845805108,3,128,ReLU,64,2000,24,200,d0fd9d9a
256864.062578125,1732837121,,False,1,fc4a6c58,2024-11-29_00-38-41,677.9234933853149,677.9234933853149,31764,MW-PRD-197955,127.0.0.1,677.9234933853149,1,0.0001,100,0.9199639112052956,3,128,ReLU,64,2000,24,200,fc4a6c58
234395.087421875,1732837279,,False,1,c230059a,2024-11-29_00-41-19,787.6621656417847,787.6621656417847,34276,MW-PRD-197955,127.0.0.1,787.6621656417847,1,0.0001,100,0.6418064651644139,3,128,ReLU,8,2000,24,200,c230059a
228073.640859375,1732837619,,False,1,fd8978b5,2024-11-29_00-46-59,1085.9371402263641,1085.9371402263641,24932,MW-PRD-197955,127.0.0.1,1085.9371402263641,1,0.0001,100,0.6416530772174478,3,128,ReLU,8,2000,24,200,fd8978b5
