loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/p,config/q,config/P,config/Q,config/d,config/D,logdir
217740.39835749663,1730739333,,False,1,d7e861a6,2024-11-04_17-55-33,34.89097213745117,34.89097213745117,19300,MW-PRD-197955,127.0.0.1,34.89097213745117,1,6,1,0,0,1,1,d7e861a6
212385.11674370087,1730739338,,False,1,e0d333a1,2024-11-04_17-55-38,33.43126678466797,33.43126678466797,29488,MW-PRD-197955,127.0.0.1,33.43126678466797,1,6,0,0,0,1,1,e0d333a1
246842.74604591404,1730739375,,False,1,f03b969b,2024-11-04_17-56-15,64.57011103630066,64.57011103630066,33572,MW-PRD-197955,127.0.0.1,64.57011103630066,1,7,15,0,0,1,1,f03b969b
289456.22418778215,1730739372,,False,1,933c0f32,2024-11-04_17-56-12,54.096314668655396,54.096314668655396,35304,MW-PRD-197955,127.0.0.1,54.096314668655396,1,2,15,0,0,1,1,933c0f32
220432.74791277281,1730739365,,False,1,6fd94a2d,2024-11-04_17-56-05,27.796858310699463,27.796858310699463,27232,MW-PRD-197955,127.0.0.1,27.796858310699463,1,2,0,0,0,1,1,6fd94a2d
220432.74791277281,1730739370,,False,1,7482ebe3,2024-11-04_17-56-10,27.343509674072266,27.343509674072266,33940,MW-PRD-197955,127.0.0.1,27.343509674072266,1,2,0,0,0,1,1,7482ebe3
212821.06575451605,1730739405,,False,1,d6bfcaef,2024-11-04_17-56-45,35.658469438552856,35.658469438552856,29112,MW-PRD-197955,127.0.0.1,35.658469438552856,1,8,0,0,0,1,1,d6bfcaef
220513.55182123036,1730739422,,False,1,5e365ebb,2024-11-04_17-57-02,48.26942253112793,48.26942253112793,9416,MW-PRD-197955,127.0.0.1,48.26942253112793,1,7,9,0,0,1,1,5e365ebb
220924.55355017944,1730739428,,False,1,6ade733b,2024-11-04_17-57-08,49.812049865722656,49.812049865722656,9744,MW-PRD-197955,127.0.0.1,49.812049865722656,1,8,9,0,0,1,1,6ade733b
219891.22523493462,1730739440,,False,1,beec2f86,2024-11-04_17-57-20,58.30440378189087,58.30440378189087,4472,MW-PRD-197955,127.0.0.1,58.30440378189087,1,11,10,0,0,1,1,beec2f86
222561.61608865173,1730739447,,False,1,95cfe6e7,2024-11-04_17-57-27,38.70661282539368,38.70661282539368,28452,MW-PRD-197955,127.0.0.1,38.70661282539368,1,8,2,0,0,1,1,95cfe6e7
224758.80319498468,1730739473,,False,1,d6ed1924,2024-11-04_17-57-53,46.77852392196655,46.77852392196655,20320,MW-PRD-197955,127.0.0.1,46.77852392196655,1,10,5,0,0,1,1,d6ed1924
221808.1539333577,1730739482,,False,1,aee2a822,2024-11-04_17-58-02,50.18669033050537,50.18669033050537,30564,MW-PRD-197955,127.0.0.1,50.18669033050537,1,11,5,0,0,1,1,aee2a822
229093.74612141753,1730739490,,False,1,6aa752c6,2024-11-04_17-58-10,45.23914384841919,45.23914384841919,14212,MW-PRD-197955,127.0.0.1,45.23914384841919,1,9,5,0,0,1,1,6aa752c6
224758.80319498468,1730739499,,False,1,8818bb04,2024-11-04_17-58-19,47.10843539237976,47.10843539237976,2764,MW-PRD-197955,127.0.0.1,47.10843539237976,1,10,5,0,0,1,1,8818bb04
241341.53769365713,1730739509,,False,1,1817cb72,2024-11-04_17-58-29,31.6370267868042,31.6370267868042,13500,MW-PRD-197955,127.0.0.1,31.6370267868042,1,4,2,0,0,1,1,1817cb72
241341.53769365713,1730739518,,False,1,56c5da65,2024-11-04_17-58-38,31.56130623817444,31.56130623817444,28216,MW-PRD-197955,127.0.0.1,31.56130623817444,1,4,2,0,0,1,1,56c5da65
241341.53769365713,1730739525,,False,1,498c56a2,2024-11-04_17-58-45,31.546196222305298,31.546196222305298,15148,MW-PRD-197955,127.0.0.1,31.546196222305298,1,4,2,0,0,1,1,498c56a2
241341.53769365713,1730739535,,False,1,6742bfb1,2024-11-04_17-58-55,32.021998167037964,32.021998167037964,26208,MW-PRD-197955,127.0.0.1,32.021998167037964,1,4,2,0,0,1,1,6742bfb1
241341.53769365713,1730739545,,False,1,8ed2bbf8,2024-11-04_17-59-05,32.46486783027649,32.46486783027649,24264,MW-PRD-197955,127.0.0.1,32.46486783027649,1,4,2,0,0,1,1,8ed2bbf8
227890.07838292862,1730739642,,False,1,bba23028,2024-11-04_18-00-42,120.7689700126648,120.7689700126648,29040,MW-PRD-197955,127.0.0.1,120.7689700126648,1,6,0,1,1,1,1,bba23028
227890.07838292862,1730739652,,False,1,c5ea774f,2024-11-04_18-00-52,122.76988291740417,122.76988291740417,26052,MW-PRD-197955,127.0.0.1,122.76988291740417,1,6,0,1,1,1,1,c5ea774f
227890.07838292862,1730739662,,False,1,3ae1e611,2024-11-04_18-01-02,122.40688872337341,122.40688872337341,35428,MW-PRD-197955,127.0.0.1,122.40688872337341,1,6,0,1,1,1,1,3ae1e611
227890.07838292862,1730739672,,False,1,a7df1931,2024-11-04_18-01-12,122.44114947319031,122.44114947319031,21816,MW-PRD-197955,127.0.0.1,122.44114947319031,1,6,0,1,1,1,1,a7df1931
228532.20376839145,1730739760,,False,1,e0b41c38,2024-11-04_18-02-40,113.31654810905457,113.31654810905457,808,MW-PRD-197955,127.0.0.1,113.31654810905457,1,7,0,1,1,1,1,e0b41c38
217470.52067111997,1730739690,,False,1,cf853793,2024-11-04_18-01-30,33.249162435531616,33.249162435531616,6788,MW-PRD-197955,127.0.0.1,33.249162435531616,1,5,1,0,0,1,1,cf853793
279561.4923115182,1730739696,,False,1,ad81e0e1,2024-11-04_18-01-36,29.844739198684692,29.844739198684692,34764,MW-PRD-197955,127.0.0.1,29.844739198684692,1,3,1,0,0,1,1,ad81e0e1
279561.4923115182,1730739707,,False,1,412bebb0,2024-11-04_18-01-47,29.811694383621216,29.811694383621216,27668,MW-PRD-197955,127.0.0.1,29.811694383621216,1,3,1,0,0,1,1,412bebb0
533371.0595103799,1730739725,,False,1,f98f06c9,2024-11-04_18-02-05,30.94831395149231,30.94831395149231,26140,MW-PRD-197955,127.0.0.1,30.94831395149231,1,1,4,0,0,1,1,f98f06c9
221392.2447832755,1730739742,,False,1,f812b0ee,2024-11-04_18-02-22,41.44253849983215,41.44253849983215,36712,MW-PRD-197955,127.0.0.1,41.44253849983215,1,3,4,0,0,1,1,f812b0ee
220709.7773299858,1730739779,,False,1,75c060a7,2024-11-04_18-02-59,68.27522563934326,68.27522563934326,33800,MW-PRD-197955,127.0.0.1,68.27522563934326,1,19,4,0,0,1,1,75c060a7
221392.24478327608,1730739778,,False,1,d9b229d8,2024-11-04_18-02-58,48.582502365112305,48.582502365112305,33604,MW-PRD-197955,127.0.0.1,48.582502365112305,1,8,3,0,0,1,1,d9b229d8
220365.35988722893,1730739806,,False,1,424f09b6,2024-11-04_18-03-26,60.53261590003967,60.53261590003967,22888,MW-PRD-197955,127.0.0.1,60.53261590003967,1,18,3,0,0,1,1,424f09b6
221231.11224132255,1730739781,,False,1,c5b5c22d,2024-11-04_18-03-01,16.801741123199463,16.801741123199463,37700,MW-PRD-197955,127.0.0.1,16.801741123199463,1,22,3,0,0,1,1,c5b5c22d
219688.23646138795,1730739844,,False,1,2ef12e3e,2024-11-04_18-04-04,62.23077583312988,62.23077583312988,13896,MW-PRD-197955,127.0.0.1,62.23077583312988,1,20,1,0,0,1,1,2ef12e3e
217470.52067111997,1730739818,,False,1,a3e0fb00,2024-11-04_18-03-38,31.907336711883545,31.907336711883545,18712,MW-PRD-197955,127.0.0.1,31.907336711883545,1,5,1,0,0,1,1,a3e0fb00
217470.52067111997,1730739822,,False,1,5a3f08d6,2024-11-04_18-03-42,32.05023503303528,32.05023503303528,26976,MW-PRD-197955,127.0.0.1,32.05023503303528,1,5,1,0,0,1,1,5a3f08d6
217470.52067111997,1730739843,,False,1,d5452263,2024-11-04_18-04-03,32.11255931854248,32.11255931854248,22784,MW-PRD-197955,127.0.0.1,32.11255931854248,1,5,1,0,0,1,1,d5452263
217470.52067111997,1730739854,,False,1,c55178dc,2024-11-04_18-04-14,31.96278738975525,31.96278738975525,33752,MW-PRD-197955,127.0.0.1,31.96278738975525,1,5,1,0,0,1,1,c55178dc
280944.96598455455,1730739860,,False,1,6c89446d,2024-11-04_18-04-20,34.13702845573425,34.13702845573425,38592,MW-PRD-197955,127.0.0.1,34.13702845573425,1,1,6,0,0,1,1,6c89446d
222060.7294937545,1730739894,,False,1,ed9375d6,2024-11-04_18-04-54,47.41441035270691,47.41441035270691,36056,MW-PRD-197955,127.0.0.1,47.41441035270691,1,9,6,0,0,1,1,ed9375d6
220361.3799090264,1730739879,,False,1,57248f10,2024-11-04_18-04-39,28.245978355407715,28.245978355407715,29412,MW-PRD-197955,127.0.0.1,28.245978355407715,1,1,1,0,0,1,1,57248f10
280138.4092771286,1730739894,,False,1,78d4b918,2024-11-04_18-04-54,35.78381562232971,35.78381562232971,6320,MW-PRD-197955,127.0.0.1,35.78381562232971,1,1,7,0,0,1,1,78d4b918
221392.2447832755,1730739923,,False,1,e136f37d,2024-11-04_18-05-23,58.71479868888855,58.71479868888855,13900,MW-PRD-197955,127.0.0.1,58.71479868888855,1,9,8,0,0,1,1,e136f37d
216950.21751779714,1730739921,,False,1,6b82f133,2024-11-04_18-05-21,37.711652994155884,37.711652994155884,36432,MW-PRD-197955,127.0.0.1,37.711652994155884,1,9,0,0,0,1,1,6b82f133
211396.78278908384,1730739932,,False,1,7c4a1e7c,2024-11-04_18-05-32,34.074782371520996,34.074782371520996,6616,MW-PRD-197955,127.0.0.1,34.074782371520996,1,7,0,0,0,1,1,7c4a1e7c
211396.78278908384,1730739936,,False,1,c0badf80,2024-11-04_18-05-36,34.12062215805054,34.12062215805054,30100,MW-PRD-197955,127.0.0.1,34.12062215805054,1,7,0,0,0,1,1,c0badf80
221392.2447832755,1730739993,,False,1,59c7452c,2024-11-04_18-06-33,68.1636118888855,68.1636118888855,34632,MW-PRD-197955,127.0.0.1,68.1636118888855,1,9,12,0,0,1,1,59c7452c
221392.2447832755,1730739993,,False,1,d48f1067,2024-11-04_18-06-33,64.39814019203186,64.39814019203186,31180,MW-PRD-197955,127.0.0.1,64.39814019203186,1,7,12,0,0,1,1,d48f1067
211396.78278908384,1730739970,,False,1,e1047e34,2024-11-04_18-06-10,33.96011805534363,33.96011805534363,7276,MW-PRD-197955,127.0.0.1,33.96011805534363,1,7,0,0,0,1,1,e1047e34
211396.78278908384,1730739974,,False,1,cfde6458,2024-11-04_18-06-14,34.073132276535034,34.073132276535034,29512,MW-PRD-197955,127.0.0.1,34.073132276535034,1,7,0,0,0,1,1,cfde6458
211396.78278908384,1730740007,,False,1,cbe11dd1,2024-11-04_18-06-47,33.75046992301941,33.75046992301941,13440,MW-PRD-197955,127.0.0.1,33.75046992301941,1,7,0,0,0,1,1,cbe11dd1
222561.61608865173,1730740017,,False,1,75913314,2024-11-04_18-06-57,38.61317253112793,38.61317253112793,29332,MW-PRD-197955,127.0.0.1,38.61317253112793,1,8,2,0,0,1,1,75913314
223542.6955583082,1730740034,,False,1,7ad81035,2024-11-04_18-07-14,37.14461040496826,37.14461040496826,39236,MW-PRD-197955,127.0.0.1,37.14461040496826,1,7,2,0,0,1,1,7ad81035
223542.6955583082,1730740038,,False,1,61591973,2024-11-04_18-07-18,37.26420831680298,37.26420831680298,25868,MW-PRD-197955,127.0.0.1,37.26420831680298,1,7,2,0,0,1,1,61591973
223542.6955583082,1730740049,,False,1,53ff6897,2024-11-04_18-07-29,37.14012122154236,37.14012122154236,20220,MW-PRD-197955,127.0.0.1,37.14012122154236,1,7,2,0,0,1,1,53ff6897
211396.78278908384,1730740055,,False,1,37f7540e,2024-11-04_18-07-35,34.23310828208923,34.23310828208923,20888,MW-PRD-197955,127.0.0.1,34.23310828208923,1,7,0,0,0,1,1,37f7540e
211396.78278908384,1730740072,,False,1,11856446,2024-11-04_18-07-52,34.190099477767944,34.190099477767944,21380,MW-PRD-197955,127.0.0.1,34.190099477767944,1,7,0,0,0,1,1,11856446
218127.82265432918,1730740085,,False,1,f68cf560,2024-11-04_18-08-05,42.92653799057007,42.92653799057007,22852,MW-PRD-197955,127.0.0.1,42.92653799057007,1,11,0,0,0,1,1,f68cf560
220149.00569798247,1730740096,,False,1,168ec651,2024-11-04_18-08-16,43.41823673248291,43.41823673248291,31516,MW-PRD-197955,127.0.0.1,43.41823673248291,1,12,0,0,0,1,1,168ec651
218127.82265432918,1730740102,,False,1,7ba3d8c0,2024-11-04_18-08-22,43.15017604827881,43.15017604827881,28228,MW-PRD-197955,127.0.0.1,43.15017604827881,1,11,0,0,0,1,1,7ba3d8c0
223489.71899890376,1730740155,,False,1,a7e04f11,2024-11-04_18-09-15,78.1081337928772,78.1081337928772,5080,MW-PRD-197955,127.0.0.1,78.1081337928772,1,8,20,0,0,1,1,a7e04f11
212821.06575451605,1730740126,,False,1,a691da23,2024-11-04_18-08-46,36.08352613449097,36.08352613449097,17848,MW-PRD-197955,127.0.0.1,36.08352613449097,1,8,0,0,0,1,1,a691da23
226228.25219273387,1730740186,,False,1,d8ced4f0,2024-11-04_18-09-46,85.4601309299469,85.4601309299469,33304,MW-PRD-197955,127.0.0.1,85.4601309299469,1,8,24,0,0,1,1,d8ced4f0
269225.06096680206,1730740172,,False,1,394b24cb,2024-11-04_18-09-32,65.65690970420837,65.65690970420837,7640,MW-PRD-197955,127.0.0.1,65.65690970420837,1,8,15,0,0,1,1,394b24cb
223666.22559323412,1730740167,,False,1,e133011f,2024-11-04_18-09-27,37.592700481414795,37.592700481414795,29588,MW-PRD-197955,127.0.0.1,37.592700481414795,1,8,1,0,0,1,1,e133011f
223666.22559323412,1730740196,,False,1,c7d0a4c2,2024-11-04_18-09-56,37.583033084869385,37.583033084869385,16684,MW-PRD-197955,127.0.0.1,37.583033084869385,1,8,1,0,0,1,1,c7d0a4c2
218235.84245894063,1730740211,,False,1,30875184,2024-11-04_18-10-11,39.64872598648071,39.64872598648071,29408,MW-PRD-197955,127.0.0.1,39.64872598648071,1,10,0,0,0,1,1,30875184
212385.11674370087,1730740208,,False,1,39e5017d,2024-11-04_18-10-08,32.03800964355469,32.03800964355469,13560,MW-PRD-197955,127.0.0.1,32.03800964355469,1,6,0,0,0,1,1,39e5017d
212385.11674370087,1730740222,,False,1,ae9d7750,2024-11-04_18-10-22,32.182899713516235,32.182899713516235,11676,MW-PRD-197955,127.0.0.1,32.182899713516235,1,6,0,0,0,1,1,ae9d7750
218235.84245894063,1730740240,,False,1,db194a71,2024-11-04_18-10-40,39.782405614852905,39.782405614852905,24328,MW-PRD-197955,127.0.0.1,39.782405614852905,1,10,0,0,0,1,1,db194a71
212385.11674370087,1730740244,,False,1,2febf7db,2024-11-04_18-10-44,32.27098536491394,32.27098536491394,29904,MW-PRD-197955,127.0.0.1,32.27098536491394,1,6,0,0,0,1,1,2febf7db
217036.54079721367,1730740253,,False,1,bcfc6456,2024-11-04_18-10-53,36.502033710479736,36.502033710479736,36524,MW-PRD-197955,127.0.0.1,36.502033710479736,1,6,3,0,0,1,1,bcfc6456
217036.54079721367,1730740263,,False,1,588ae042,2024-11-04_18-11-03,36.509297370910645,36.509297370910645,23692,MW-PRD-197955,127.0.0.1,36.509297370910645,1,6,3,0,0,1,1,588ae042
217036.54079721367,1730740281,,False,1,22fca11b,2024-11-04_18-11-21,36.43100094795227,36.43100094795227,27824,MW-PRD-197955,127.0.0.1,36.43100094795227,1,6,3,0,0,1,1,22fca11b
217740.39835749663,1730740282,,False,1,ffaf0cb6,2024-11-04_18-11-22,33.52299690246582,33.52299690246582,6104,MW-PRD-197955,127.0.0.1,33.52299690246582,1,6,1,0,0,1,1,ffaf0cb6
217740.39835749663,1730740290,,False,1,4a03517c,2024-11-04_18-11-30,33.398696184158325,33.398696184158325,21880,MW-PRD-197955,127.0.0.1,33.398696184158325,1,6,1,0,0,1,1,4a03517c
221774.27580424937,1730740303,,False,1,8205eb59,2024-11-04_18-11-43,35.59851408004761,35.59851408004761,27612,MW-PRD-197955,127.0.0.1,35.59851408004761,1,7,1,0,0,1,1,8205eb59
221774.27580424937,1730740320,,False,1,646855d0,2024-11-04_18-12-00,35.55058193206787,35.55058193206787,11356,MW-PRD-197955,127.0.0.1,35.55058193206787,1,7,1,0,0,1,1,646855d0
221774.27580424937,1730740325,,False,1,64d5aff2,2024-11-04_18-12-05,35.836430072784424,35.836430072784424,19476,MW-PRD-197955,127.0.0.1,35.836430072784424,1,7,1,0,0,1,1,64d5aff2
211396.78278908384,1730740328,,False,1,d056728f,2024-11-04_18-12-08,34.18168783187866,34.18168783187866,20188,MW-PRD-197955,127.0.0.1,34.18168783187866,1,7,0,0,0,1,1,d056728f
223542.6955583082,1730740344,,False,1,b3305f5a,2024-11-04_18-12-24,37.03724694252014,37.03724694252014,25264,MW-PRD-197955,127.0.0.1,37.03724694252014,1,7,2,0,0,1,1,b3305f5a
223542.6955583082,1730740362,,False,1,345d0f2f,2024-11-04_18-12-42,37.0219521522522,37.0219521522522,36848,MW-PRD-197955,127.0.0.1,37.0219521522522,1,7,2,0,0,1,1,345d0f2f
221323.45057268665,1730740381,,False,1,e7f0db4a,2024-11-04_18-13-01,51.99405837059021,51.99405837059021,23080,MW-PRD-197955,127.0.0.1,51.99405837059021,1,16,0,0,0,1,1,e7f0db4a
218399.27372311527,1730740366,,False,1,a841e766,2024-11-04_18-12-46,33.59797239303589,33.59797239303589,14468,MW-PRD-197955,127.0.0.1,33.59797239303589,1,5,2,0,0,1,1,a841e766
216854.2617753654,1730740378,,False,1,5c27ca62,2024-11-04_18-12-58,30.706757307052612,30.706757307052612,39336,MW-PRD-197955,127.0.0.1,30.706757307052612,1,5,0,0,0,1,1,5c27ca62
216854.2617753654,1730740396,,False,1,63a38527,2024-11-04_18-13-16,30.559125900268555,30.559125900268555,30492,MW-PRD-197955,127.0.0.1,30.559125900268555,1,5,0,0,0,1,1,63a38527
216854.2617753654,1730740401,,False,1,cb4f470d,2024-11-04_18-13-21,30.57462239265442,30.57462239265442,23632,MW-PRD-197955,127.0.0.1,30.57462239265442,1,5,0,0,0,1,1,cb4f470d
212385.11674370087,1730740415,,False,1,9cdb6b99,2024-11-04_18-13-35,32.24994230270386,32.24994230270386,35032,MW-PRD-197955,127.0.0.1,32.24994230270386,1,6,0,0,0,1,1,9cdb6b99
212385.11674370087,1730740419,,False,1,2b23a38d,2024-11-04_18-13-39,32.30563163757324,32.30563163757324,5832,MW-PRD-197955,127.0.0.1,32.30563163757324,1,6,0,0,0,1,1,2b23a38d
216950.21751779714,1730740439,,False,1,1622f6e8,2024-11-04_18-13-59,38.23131823539734,38.23131823539734,25756,MW-PRD-197955,127.0.0.1,38.23131823539734,1,9,0,0,0,1,1,1622f6e8
212385.11674370087,1730740437,,False,1,ccf635d9,2024-11-04_18-13-57,32.0969443321228,32.0969443321228,20596,MW-PRD-197955,127.0.0.1,32.0969443321228,1,6,0,0,0,1,1,ccf635d9
228079.75715939686,1730740449,,False,1,447c56dc,2024-11-04_18-14-09,30.19216227531433,30.19216227531433,29844,MW-PRD-197955,127.0.0.1,30.19216227531433,1,4,1,0,0,1,1,447c56dc
228079.75715939686,1730740453,,False,1,2af6ec20,2024-11-04_18-14-13,30.335842847824097,30.335842847824097,18444,MW-PRD-197955,127.0.0.1,30.335842847824097,1,4,1,0,0,1,1,2af6ec20
228079.75715939686,1730740471,,False,1,6d278081,2024-11-04_18-14-31,30.347859621047974,30.347859621047974,28584,MW-PRD-197955,127.0.0.1,30.347859621047974,1,4,1,0,0,1,1,6d278081
228079.75715939686,1730740476,,False,1,384035d7,2024-11-04_18-14-36,30.60422158241272,30.60422158241272,26160,MW-PRD-197955,127.0.0.1,30.60422158241272,1,4,1,0,0,1,1,384035d7
221774.27580424937,1730740489,,False,1,40a3aea0,2024-11-04_18-14-49,35.97235107421875,35.97235107421875,34500,MW-PRD-197955,127.0.0.1,35.97235107421875,1,7,1,0,0,1,1,40a3aea0
211396.78278908384,1730740492,,False,1,502b92d1,2024-11-04_18-14-52,34.369405031204224,34.369405031204224,14620,MW-PRD-197955,127.0.0.1,34.369405031204224,1,7,0,0,0,1,1,502b92d1
211396.78278908384,1730740512,,False,1,49d4f73d,2024-11-04_18-15-12,36.05792999267578,36.05792999267578,27708,MW-PRD-197955,127.0.0.1,36.05792999267578,1,7,0,0,0,1,1,49d4f73d
211396.78278908384,1730740516,,False,1,1c5972b4,2024-11-04_18-15-16,36.66894865036011,36.66894865036011,23920,MW-PRD-197955,127.0.0.1,36.66894865036011,1,7,0,0,0,1,1,1c5972b4
212385.11674370087,1730740529,,False,1,2867f3f9,2024-11-04_18-15-29,35.62946915626526,35.62946915626526,15228,MW-PRD-197955,127.0.0.1,35.62946915626526,1,6,0,0,0,1,1,2867f3f9
211396.78278908384,1730740537,,False,1,0022e735,2024-11-04_18-15-37,39.49298048019409,39.49298048019409,16820,MW-PRD-197955,127.0.0.1,39.49298048019409,1,7,0,0,0,1,1,0022e735
221392.2447832755,1730740599,,False,1,a6baeeb5,2024-11-04_18-16-39,82.26921963691711,82.26921963691711,20452,MW-PRD-197955,127.0.0.1,82.26921963691711,1,9,16,0,0,1,1,a6baeeb5
