datetime,pred,kWh,seasonality
2023-07-26 21:00:00,4868830.002298325,5109499.886375,168
2023-07-26 22:00:00,4794300.52673021,5053441.8975,168
2023-07-26 23:00:00,4412398.9866755605,4745899.177625,168
2023-07-27 00:00:00,4313569.393526852,4534899.534,168
2023-07-27 01:00:00,4122107.896114245,4396440.639875,168
2023-07-27 02:00:00,4020703.2479337007,4277111.502125,168
2023-07-27 03:00:00,3832323.144455269,4148205.2126249997,168
2023-07-27 04:00:00,3704529.1869754046,4031823.687,168
2023-07-27 05:00:00,3990526.6434713453,4304518.92675,168
2023-07-27 06:00:00,4648512.954194546,4825569.4715,168
2023-07-27 07:00:00,5320185.401728034,5275615.807375001,168
2023-07-27 08:00:00,5701694.854634762,5584694.078875,168
2023-07-27 09:00:00,5701361.156296402,5605663.983625,168
2023-07-27 10:00:00,5772018.096170038,5652118.43575,168
2023-07-27 11:00:00,5863798.784408435,5675271.61725,168
2023-07-27 12:00:00,5516104.545989841,5402126.727,168
2023-07-27 13:00:00,5530180.347485125,5383609.831499999,168
2023-07-27 14:00:00,5418306.435774401,5260749.976125,168
2023-07-27 15:00:00,5333722.906581253,5170253.095125,168
2023-07-27 16:00:00,5277928.480151832,5125560.425125,168
2023-07-27 17:00:00,5275469.4162747115,5156160.0975,168
2023-07-27 18:00:00,5341833.549225152,5261008.757125,168
2023-07-27 19:00:00,5259948.239950061,5236460.76125,168
2023-07-27 20:00:00,5124853.950329497,5148426.884125,168
2023-07-27 21:00:00,5053586.967167422,5109493.6523750005,168
2023-07-27 22:00:00,4982254.6270587295,5060341.8905,168
2023-07-27 23:00:00,4636762.625868157,4741518.094625,168
2023-07-28 00:00:00,4286754.604798704,4549448.086,168
2023-07-28 01:00:00,4124586.9264851958,4376907.656874999,168
2023-07-28 02:00:00,4024763.889983028,4252469.543125,168
2023-07-28 03:00:00,3863600.6743472815,4095948.080625,168
2023-07-28 04:00:00,3750961.016144559,3988709.333,168
2023-07-28 05:00:00,4035791.646694526,4215937.04875,168
2023-07-28 06:00:00,4645000.487585351,4725632.854499999,168
2023-07-28 07:00:00,5273801.981251314,5190040.326375,168
2023-07-28 08:00:00,5628637.645272002,5488061.576875,168
2023-07-28 09:00:00,5709744.748431638,5592456.653625,168
2023-07-28 10:00:00,5835659.317165509,5684730.42875,168
2023-07-28 11:00:00,5896689.794362694,5789480.752250001,168
2023-07-28 12:00:00,5598326.4668019265,5673097.732,168
2023-07-28 13:00:00,5537301.768046036,5659250.9115,168
2023-07-28 14:00:00,5468389.170226306,5511271.943125,168
2023-07-28 15:00:00,5371439.234829858,5403262.6151250005,168
2023-07-28 16:00:00,5238470.882328585,5430470.117125,168
2023-07-28 17:00:00,5290470.831493363,5533807.0715,168
2023-07-28 18:00:00,5376005.536508843,5493848.347125,168
2023-07-28 19:00:00,5284808.957363531,5319640.25425,168
2023-07-28 20:00:00,5100705.061392933,5150665.986125,168
2023-07-28 21:00:00,4976319.135886416,5064874.746375,168
2023-07-28 22:00:00,4927348.961149946,5009416.3604999995,168
2023-07-28 23:00:00,4643548.68076162,4759587.313625,168
2023-07-29 00:00:00,4355158.5254804045,4588547.502,168
2023-07-29 01:00:00,4198717.041935846,4419459.161375,168
2023-07-29 02:00:00,3986663.5229922384,4261557.001375,168
2023-07-29 03:00:00,3776805.2979299575,4058716.3148749997,168
2023-07-29 04:00:00,3566845.3376606256,3852216.9354999997,168
2023-07-29 05:00:00,3598120.821700424,3899123.2377500003,168
2023-07-29 06:00:00,3766079.097855121,4084562.0725,168
2023-07-29 07:00:00,3902498.985509068,4226564.0505,168
2023-07-29 08:00:00,4187500.6261544377,4471555.100125,168
2023-07-29 09:00:00,4377535.420682937,4675061.25825,168
2023-07-29 10:00:00,4472854.996167555,4796890.51475,168
2023-07-29 11:00:00,4513691.228832588,4885781.102375,168
2023-07-29 12:00:00,4423409.843170539,4899639.225375,168
2023-07-29 13:00:00,4342920.014309943,4968355.9961250005,168
2023-07-29 14:00:00,4338927.854054317,5062027.573125,168
2023-07-29 15:00:00,4339401.531600028,5032312.042125001,168
2023-07-29 16:00:00,4303586.507370442,4965940.854875,168
2023-07-29 17:00:00,4402779.223525837,5041589.53225,168
2023-07-29 18:00:00,4508265.36853607,5095620.9415,168
2023-07-29 19:00:00,4504946.692842901,4963268.562125,168
2023-07-29 20:00:00,4398246.532848746,4785805.5535,168
2023-07-29 21:00:00,4339334.899993941,4700163.989875,168
2023-07-29 22:00:00,4341976.751527816,4626285.336999999,168
2023-07-29 23:00:00,4099798.8030127734,4399882.72575,168
2023-07-30 00:00:00,3975431.4217089266,4240988.282,168
2023-07-30 01:00:00,3824122.214750245,4098422.00175,168
2023-07-30 02:00:00,3684791.397850916,4005131.1006250004,168
2023-07-30 03:00:00,3506122.2321403325,3841099.411,168
2023-07-30 04:00:00,3341267.5393573046,3648339.916125,168
2023-07-30 05:00:00,3309314.879917562,3628974.9221250005,168
2023-07-30 06:00:00,3353352.594180733,3655982.9593749996,168
2023-07-30 07:00:00,3407703.3920823485,3740893.3215,168
2023-07-30 08:00:00,3602205.5384685993,3932553.60575,168
2023-07-30 09:00:00,3811129.0544155687,4128506.6987499995,168
2023-07-30 10:00:00,3930755.8277012706,4249961.938,168
2023-07-30 11:00:00,4032034.9832843244,4331108.847375001,168
2023-07-30 12:00:00,4023564.1706121266,4272372.04375,168
2023-07-30 13:00:00,3885033.068185255,4044143.011125,168
2023-07-30 14:00:00,3804712.0719304085,3878277.321625,168
2023-07-30 15:00:00,3780736.833414048,3827009.9821249996,168
2023-07-30 16:00:00,3861569.3282233775,3911229.888125,168
2023-07-30 17:00:00,4111555.068534583,4164222.08625,168
2023-07-30 18:00:00,4395280.221150011,4432917.90475,168
2023-07-30 19:00:00,4452701.419295087,4537475.4818750005,168
2023-07-30 20:00:00,4392268.899636582,4543403.722875,168
2023-07-30 21:00:00,4431447.256294861,4599991.9425,168
2023-07-30 22:00:00,4470225.023607552,4589679.215,168
2023-07-30 23:00:00,4175111.8120657206,4306162.957625,168
2023-07-31 00:00:00,3857461.7853790075,4118935.4000000004,168
2023-07-31 01:00:00,3712321.992389396,3989702.991875,168
2023-07-31 02:00:00,3652820.213420257,3936591.4711249997,168
2023-07-31 03:00:00,3512891.0729181767,3809664.630625,168
2023-07-31 04:00:00,3460985.2689299732,3723286.1199999996,168
2023-07-31 05:00:00,3805077.5577026606,3934341.3447499997,168
2023-07-31 06:00:00,4443045.827969208,4360574.6225000005,168
2023-07-31 07:00:00,5078554.275445357,4635576.460375,168
2023-07-31 08:00:00,5463361.17050378,4914515.167874999,168
2023-07-31 09:00:00,5588231.19471696,5037780.386625,168
